Study_ID		Processed
"Schmiedel_15_iu":	"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/Schmiedel_2018/tx/Schmiedel_2018_tx_monocyte_naive.all.tsv.gz",
"GTEx_1_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_LCL.all.tsv.gz",
"GTEx_1_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_LCL.all.tsv.gz",
"GTEx_2_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_adipose_subcutaneous.all.tsv.gz",
"GTEx_2_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_adipose_subcutaneous.all.tsv.gz",
"GTEx_3_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_adipose_visceral.all.tsv.gz",
"GTEx_3_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_adipose_visceral.all.tsv.gz",
"GTEx_4_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_adrenal_gland.all.tsv.gz",
"GTEx_4_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_adrenal_gland.all.tsv.gz",
"GTEx_5_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_artery_aorta.all.tsv.gz",
"GTEx_5_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_artery_aorta.all.tsv.gz",
"GTEx_6_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_artery_coronary.all.tsv.gz",
"GTEx_6_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_artery_coronary.all.tsv.gz",
"GTEx_7_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_artery_tibial.all.tsv.gz",
"GTEx_7_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_artery_tibial.all.tsv.gz",
"GTEx_8_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_blood.all.tsv.gz",
"GTEx_8_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_blood.all.tsv.gz",
"GTEx_9_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_brain_amygdala.all.tsv.gz",
"GTEx_9_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_brain_amygdala.all.tsv.gz",
"GTEx_10_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_brain_anterior_cingulate_cortex.all.tsv.gz",
"GTEx_10_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_brain_anterior_cingulate_cortex.all.tsv.gz",
"GTEx_11_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_brain_caudate.all.tsv.gz",
"GTEx_11_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_brain_caudate.all.tsv.gz",
"GTEx_12_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_brain_cerebellar_hemisphere.all.tsv.gz",
"GTEx_12_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_brain_cerebellar_hemisphere.all.tsv.gz",
"GTEx_13_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_brain_cerebellum.all.tsv.gz",
"GTEx_13_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_brain_cerebellum.all.tsv.gz",
"GTEx_14_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_brain_cortex.all.tsv.gz",
"GTEx_14_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_brain_cortex.all.tsv.gz",
"GTEx_15_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_brain_frontal_cortex.all.tsv.gz",
"GTEx_15_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_brain_frontal_cortex.all.tsv.gz",
"GTEx_16_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_brain_hippocampus.all.tsv.gz",
"GTEx_16_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_brain_hippocampus.all.tsv.gz",
"GTEx_17_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_brain_hypothalamus.all.tsv.gz",
"GTEx_17_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_brain_hypothalamus.all.tsv.gz",
"GTEx_18_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_brain_nucleus_accumbens.all.tsv.gz",
"GTEx_18_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_brain_nucleus_accumbens.all.tsv.gz",
"GTEx_19_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_brain_putamen.all.tsv.gz",
"GTEx_19_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_brain_putamen.all.tsv.gz",
"GTEx_20_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_brain_spinal_cord.all.tsv.gz",
"GTEx_20_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_brain_spinal_cord.all.tsv.gz",
"GTEx_21_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_brain_substantia_nigra.all.tsv.gz",
"GTEx_21_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_brain_substantia_nigra.all.tsv.gz",
"GTEx_22_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_breast.all.tsv.gz",
"GTEx_22_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_breast.all.tsv.gz",
"GTEx_23_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_colon_sigmoid.all.tsv.gz",
"GTEx_23_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_colon_sigmoid.all.tsv.gz",
"GTEx_24_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_colon_transverse.all.tsv.gz",
"GTEx_24_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_colon_transverse.all.tsv.gz",
"GTEx_25_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_esophagus_gej.all.tsv.gz",
"GTEx_25_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_esophagus_gej.all.tsv.gz",
"GTEx_26_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_esophagus_mucosa.all.tsv.gz",
"GTEx_26_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_esophagus_mucosa.all.tsv.gz",
"GTEx_27_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_esophagus_muscularis.all.tsv.gz",
"GTEx_27_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_esophagus_muscularis.all.tsv.gz",
"GTEx_28_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_fibroblast.all.tsv.gz",
"GTEx_28_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_fibroblast.all.tsv.gz",
"GTEx_29_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_heart_atrial_appendage.all.tsv.gz",
"GTEx_29_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_heart_atrial_appendage.all.tsv.gz",
"GTEx_30_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_heart_left_ventricle.all.tsv.gz",
"GTEx_30_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_heart_left_ventricle.all.tsv.gz",
"GTEx_31_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_kidney_cortex.all.tsv.gz",
"GTEx_31_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_kidney_cortex.all.tsv.gz",
"GTEx_32_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_liver.all.tsv.gz",
"GTEx_32_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_liver.all.tsv.gz",
"GTEx_33_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_lung.all.tsv.gz",
"GTEx_33_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_lung.all.tsv.gz",
"GTEx_34_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_minor_salivary_gland.all.tsv.gz",
"GTEx_34_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_minor_salivary_gland.all.tsv.gz",
"GTEx_35_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_muscle.all.tsv.gz",
"GTEx_35_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_muscle.all.tsv.gz",
"GTEx_36_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_nerve_tibial.all.tsv.gz",
"GTEx_36_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_nerve_tibial.all.tsv.gz",
"GTEx_37_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_ovary.all.tsv.gz",
"GTEx_37_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_ovary.all.tsv.gz",
"GTEx_38_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_pancreas.all.tsv.gz",
"GTEx_38_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_pancreas.all.tsv.gz",
"GTEx_39_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_pituitary.all.tsv.gz",
"GTEx_39_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_pituitary.all.tsv.gz",
"GTEx_40_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_prostate.all.tsv.gz",
"GTEx_40_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_prostate.all.tsv.gz",
"GTEx_41_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_skin_not_sun_exposed.all.tsv.gz",
"GTEx_41_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_skin_not_sun_exposed.all.tsv.gz",
"GTEx_42_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_skin_sun_exposed.all.tsv.gz",
"GTEx_42_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_skin_sun_exposed.all.tsv.gz",
"GTEx_43_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_small_intestine.all.tsv.gz",
"GTEx_43_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_small_intestine.all.tsv.gz",
"GTEx_44_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_spleen.all.tsv.gz",
"GTEx_44_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_spleen.all.tsv.gz",
"GTEx_45_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_stomach.all.tsv.gz",
"GTEx_45_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_stomach.all.tsv.gz",
"GTEx_46_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_testis.all.tsv.gz",
"GTEx_46_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_testis.all.tsv.gz",
"GTEx_47_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_thyroid.all.tsv.gz",
"GTEx_47_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_thyroid.all.tsv.gz",
"GTEx_48_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_uterus.all.tsv.gz",
"GTEx_48_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_uterus.all.tsv.gz",
"GTEx_49_ge":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_vagina.all.tsv.gz",
"GTEx_49_iu":		"/home/local/databases/ebi_eqtl_catalogue/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_vagina.all.tsv.gz"



